spend_id,month,year,channel,drug_name,spend_usd,territory_id,launch_phase
SPEND_00051,2,2021,CME_Events,VEXORIN,9786.15,TER_MI_01,LAST_LAUNCH
SPEND_00052,2,2021,Samples,VEXORIN,12702.62,TER_MI_01,LAST_LAUNCH
SPEND_00053,2,2021,CME_Events,VEXORIN,7522.85,TER_MI_02,LAST_LAUNCH
SPEND_00054,2,2021,Samples,VEXORIN,9069.94,TER_MI_02,LAST_LAUNCH
SPEND_00055,2,2021,CME_Events,VEXORIN,8935.78,TER_MI_03,LAST_LAUNCH
SPEND_00056,2,2021,Samples,VEXORIN,13432.25,TER_MI_03,LAST_LAUNCH
SPEND_00057,2,2021,CME_Events,VEXORIN,7525.09,TER_MO_01,LAST_LAUNCH
SPEND_00058,2,2021,Samples,VEXORIN,15345.74,TER_MO_01,LAST_LAUNCH
SPEND_00059,2,2021,CME_Events,VEXORIN,7648.05,TER_MO_02,LAST_LAUNCH
SPEND_00060,2,2021,Samples,VEXORIN,12211.24,TER_MO_02,LAST_LAUNCH
SPEND_00061,2,2021,CME_Events,VEXORIN,5800.28,TER_MO_03,LAST_LAUNCH
SPEND_00062,2,2021,Samples,VEXORIN,9657.03,TER_MO_03,LAST_LAUNCH
SPEND_00063,2,2021,CME_Events,VEXORIN,6838.89,TER_PA_01,LAST_LAUNCH
SPEND_00064,2,2021,Samples,VEXORIN,9219.03,TER_PA_01,LAST_LAUNCH
SPEND_00065,2,2021,CME_Events,VEXORIN,9056.28,TER_PA_02,LAST_LAUNCH
SPEND_00066,2,2021,Samples,VEXORIN,14357.21,TER_PA_02,LAST_LAUNCH
SPEND_00067,2,2021,CME_Events,VEXORIN,10394.8,TER_PA_03,LAST_LAUNCH
SPEND_00068,2,2021,Samples,VEXORIN,12392.23,TER_PA_03,LAST_LAUNCH
SPEND_00069,3,2021,Digital,VEXORIN,202037.97,,LAST_LAUNCH
SPEND_00070,3,2021,Print,VEXORIN,51345.47,,LAST_LAUNCH
SPEND_00071,3,2021,Congress,VEXORIN,74870.82,,LAST_LAUNCH
SPEND_00072,3,2021,KOL_Engagement,VEXORIN,85853.02,,LAST_LAUNCH
SPEND_00073,3,2021,CME_Events,VEXORIN,6490.46,TER_NO_01,LAST_LAUNCH
SPEND_00074,3,2021,Samples,VEXORIN,11416.25,TER_NO_01,LAST_LAUNCH
SPEND_00075,3,2021,CME_Events,VEXORIN,6263.17,TER_NO_02,LAST_LAUNCH
SPEND_00076,3,2021,Samples,VEXORIN,12784.2,TER_NO_02,LAST_LAUNCH
SPEND_00077,3,2021,CME_Events,VEXORIN,9830.68,TER_NO_03,LAST_LAUNCH
SPEND_00078,3,2021,Samples,VEXORIN,15222.83,TER_NO_03,LAST_LAUNCH
SPEND_00079,3,2021,CME_Events,VEXORIN,7279.35,TER_SO_01,LAST_LAUNCH
SPEND_00080,3,2021,Samples,VEXORIN,14576.15,TER_SO_01,LAST_LAUNCH
SPEND_00081,3,2021,CME_Events,VEXORIN,7716.62,TER_SO_02,LAST_LAUNCH
SPEND_00082,3,2021,Samples,VEXORIN,11646.83,TER_SO_02,LAST_LAUNCH
SPEND_00083,3,2021,CME_Events,VEXORIN,7867.51,TER_SO_03,LAST_LAUNCH
SPEND_00084,3,2021,Samples,VEXORIN,14752.43,TER_SO_03,LAST_LAUNCH
SPEND_00085,3,2021,CME_Events,VEXORIN,9090.28,TER_MI_01,LAST_LAUNCH
SPEND_00086,3,2021,Samples,VEXORIN,13212.03,TER_MI_01,LAST_LAUNCH
SPEND_00087,3,2021,CME_Events,VEXORIN,7645.41,TER_MI_02,LAST_LAUNCH
SPEND_00088,3,2021,Samples,VEXORIN,9348.18,TER_MI_02,LAST_LAUNCH
SPEND_00089,3,2021,CME_Events,VEXORIN,10240.72,TER_MI_03,LAST_LAUNCH
SPEND_00090,3,2021,Samples,VEXORIN,9332.27,TER_MI_03,LAST_LAUNCH
SPEND_00091,3,2021,CME_Events,VEXORIN,10132.81,TER_MO_01,LAST_LAUNCH
SPEND_00092,3,2021,Samples,VEXORIN,14971.99,TER_MO_01,LAST_LAUNCH
SPEND_00093,3,2021,CME_Events,VEXORIN,7235.27,TER_MO_02,LAST_LAUNCH
SPEND_00094,3,2021,Samples,VEXORIN,14997.86,TER_MO_02,LAST_LAUNCH
SPEND_00095,3,2021,CME_Events,VEXORIN,5655.99,TER_MO_03,LAST_LAUNCH
SPEND_00096,3,2021,Samples,VEXORIN,14553.87,TER_MO_03,LAST_LAUNCH
SPEND_00097,3,2021,CME_Events,VEXORIN,9189.27,TER_PA_01,LAST_LAUNCH
SPEND_00098,3,2021,Samples,VEXORIN,9756.97,TER_PA_01,LAST_LAUNCH
SPEND_00099,3,2021,CME_Events,VEXORIN,9355.03,TER_PA_02,LAST_LAUNCH
SPEND_00100,3,2021,Samples,VEXORIN,14746.36,TER_PA_02,LAST_LAUNCH
SPEND_00101,3,2021,CME_Events,VEXORIN,8753.73,TER_PA_03,LAST_LAUNCH
SPEND_00102,3,2021,Samples,VEXORIN,15450.13,TER_PA_03,LAST_LAUNCH
SPEND_00103,4,2021,Digital,VEXORIN,247084.81,,LAST_LAUNCH
SPEND_00104,4,2021,Print,VEXORIN,42572.68,,LAST_LAUNCH
SPEND_00105,4,2021,Congress,VEXORIN,78874.64,,LAST_LAUNCH
SPEND_00106,4,2021,KOL_Engagement,VEXORIN,100381.77,,LAST_LAUNCH
SPEND_00107,4,2021,CME_Events,VEXORIN,7680.23,TER_NO_01,LAST_LAUNCH
SPEND_00108,4,2021,Samples,VEXORIN,11170.96,TER_NO_01,LAST_LAUNCH
SPEND_00109,4,2021,CME_Events,VEXORIN,8614.0,TER_NO_02,LAST_LAUNCH
SPEND_00110,4,2021,Samples,VEXORIN,11306.58,TER_NO_02,LAST_LAUNCH
SPEND_00111,4,2021,CME_Events,VEXORIN,6634.12,TER_NO_03,LAST_LAUNCH
SPEND_00112,4,2021,Samples,VEXORIN,9754.49,TER_NO_03,LAST_LAUNCH
SPEND_00113,4,2021,CME_Events,VEXORIN,6010.7,TER_SO_01,LAST_LAUNCH
SPEND_00114,4,2021,Samples,VEXORIN,8469.95,TER_SO_01,LAST_LAUNCH
SPEND_00115,4,2021,CME_Events,VEXORIN,9528.0,TER_SO_02,LAST_LAUNCH
SPEND_00116,4,2021,Samples,VEXORIN,15208.16,TER_SO_02,LAST_LAUNCH
SPEND_00117,4,2021,CME_Events,VEXORIN,8253.23,TER_SO_03,LAST_LAUNCH
SPEND_00118,4,2021,Samples,VEXORIN,11207.14,TER_SO_03,LAST_LAUNCH
SPEND_00119,4,2021,CME_Events,VEXORIN,7779.42,TER_MI_01,LAST_LAUNCH
SPEND_00120,4,2021,Samples,VEXORIN,12072.17,TER_MI_01,LAST_LAUNCH
SPEND_00121,4,2021,CME_Events,VEXORIN,8550.54,TER_MI_02,LAST_LAUNCH
SPEND_00122,4,2021,Samples,VEXORIN,9704.48,TER_MI_02,LAST_LAUNCH
SPEND_00123,4,2021,CME_Events,VEXORIN,9609.72,TER_MI_03,LAST_LAUNCH
SPEND_00124,4,2021,Samples,VEXORIN,12519.96,TER_MI_03,LAST_LAUNCH
SPEND_00125,4,2021,CME_Events,VEXORIN,6332.9,TER_MO_01,LAST_LAUNCH
SPEND_00126,4,2021,Samples,VEXORIN,12042.61,TER_MO_01,LAST_LAUNCH
SPEND_00127,4,2021,CME_Events,VEXORIN,9718.1,TER_MO_02,LAST_LAUNCH
SPEND_00128,4,2021,Samples,VEXORIN,8489.83,TER_MO_02,LAST_LAUNCH
SPEND_00129,4,2021,CME_Events,VEXORIN,5762.84,TER_MO_03,LAST_LAUNCH
SPEND_00130,4,2021,Samples,VEXORIN,13154.68,TER_MO_03,LAST_LAUNCH
SPEND_00131,4,2021,CME_Events,VEXORIN,9641.95,TER_PA_01,LAST_LAUNCH
SPEND_00132,4,2021,Samples,VEXORIN,14354.22,TER_PA_01,LAST_LAUNCH
SPEND_00133,4,2021,CME_Events,VEXORIN,6458.43,TER_PA_02,LAST_LAUNCH
SPEND_00134,4,2021,Samples,VEXORIN,10039.12,TER_PA_02,LAST_LAUNCH
SPEND_00135,4,2021,CME_Events,VEXORIN,8941.27,TER_PA_03,LAST_LAUNCH
SPEND_00136,4,2021,Samples,VEXORIN,10936.07,TER_PA_03,LAST_LAUNCH
SPEND_00137,5,2021,Digital,VEXORIN,232220.23,,LAST_LAUNCH
SPEND_00138,5,2021,Print,VEXORIN,51580.12,,LAST_LAUNCH
SPEND_00139,5,2021,Congress,VEXORIN,87213.96,,LAST_LAUNCH
SPEND_00140,5,2021,KOL_Engagement,VEXORIN,84764.19,,LAST_LAUNCH
SPEND_00141,5,2021,CME_Events,VEXORIN,8814.37,TER_NO_01,LAST_LAUNCH
SPEND_00142,5,2021,Samples,VEXORIN,13204.09,TER_NO_01,LAST_LAUNCH
SPEND_00143,5,2021,CME_Events,VEXORIN,7599.68,TER_NO_02,LAST_LAUNCH
SPEND_00144,5,2021,Samples,VEXORIN,9617.12,TER_NO_02,LAST_LAUNCH
SPEND_00145,5,2021,CME_Events,VEXORIN,9220.05,TER_NO_03,LAST_LAUNCH
SPEND_00146,5,2021,Samples,VEXORIN,10125.38,TER_NO_03,LAST_LAUNCH
SPEND_00147,5,2021,CME_Events,VEXORIN,10092.84,TER_SO_01,LAST_LAUNCH
SPEND_00148,5,2021,Samples,VEXORIN,14938.78,TER_SO_01,LAST_LAUNCH
SPEND_00149,5,2021,CME_Events,VEXORIN,8959.6,TER_SO_02,LAST_LAUNCH
SPEND_00150,5,2021,Samples,VEXORIN,12472.56,TER_SO_02,LAST_LAUNCH
SPEND_00151,5,2021,CME_Events,VEXORIN,8999.59,TER_SO_03,LAST_LAUNCH
SPEND_00152,5,2021,Samples,VEXORIN,11913.67,TER_SO_03,LAST_LAUNCH
SPEND_00153,5,2021,CME_Events,VEXORIN,5781.51,TER_MI_01,LAST_LAUNCH
SPEND_00154,5,2021,Samples,VEXORIN,15049.94,TER_MI_01,LAST_LAUNCH
SPEND_00155,5,2021,CME_Events,VEXORIN,6685.71,TER_MI_02,LAST_LAUNCH
SPEND_00156,5,2021,Samples,VEXORIN,10171.24,TER_MI_02,LAST_LAUNCH
SPEND_00157,5,2021,CME_Events,VEXORIN,8558.33,TER_MI_03,LAST_LAUNCH
SPEND_00158,5,2021,Samples,VEXORIN,8606.72,TER_MI_03,LAST_LAUNCH
SPEND_00159,5,2021,CME_Events,VEXORIN,7113.16,TER_MO_01,LAST_LAUNCH
SPEND_00160,5,2021,Samples,VEXORIN,15195.61,TER_MO_01,LAST_LAUNCH
SPEND_00161,5,2021,CME_Events,VEXORIN,5675.91,TER_MO_02,LAST_LAUNCH
SPEND_00162,5,2021,Samples,VEXORIN,14394.24,TER_MO_02,LAST_LAUNCH
SPEND_00163,5,2021,CME_Events,VEXORIN,7359.06,TER_MO_03,LAST_LAUNCH
SPEND_00164,5,2021,Samples,VEXORIN,15405.92,TER_MO_03,LAST_LAUNCH
SPEND_00165,5,2021,CME_Events,VEXORIN,7147.81,TER_PA_01,LAST_LAUNCH
SPEND_00166,5,2021,Samples,VEXORIN,10152.69,TER_PA_01,LAST_LAUNCH
SPEND_00167,5,2021,CME_Events,VEXORIN,7267.61,TER_PA_02,LAST_LAUNCH
SPEND_00168,5,2021,Samples,VEXORIN,15102.66,TER_PA_02,LAST_LAUNCH
SPEND_00169,5,2021,CME_Events,VEXORIN,6596.23,TER_PA_03,LAST_LAUNCH
SPEND_00170,5,2021,Samples,VEXORIN,10563.97,TER_PA_03,LAST_LAUNCH
SPEND_00171,6,2021,Digital,VEXORIN,201674.23,,LAST_LAUNCH
SPEND_00172,6,2021,Print,VEXORIN,39900.33,,LAST_LAUNCH
SPEND_00173,6,2021,Congress,VEXORIN,87739.72,,LAST_LAUNCH
SPEND_00174,6,2021,KOL_Engagement,VEXORIN,86939.56,,LAST_LAUNCH
SPEND_00175,6,2021,CME_Events,VEXORIN,8233.33,TER_NO_01,LAST_LAUNCH
SPEND_00176,6,2021,Samples,VEXORIN,11122.27,TER_NO_01,LAST_LAUNCH
SPEND_00177,6,2021,CME_Events,VEXORIN,9034.05,TER_NO_02,LAST_LAUNCH
SPEND_00178,6,2021,Samples,VEXORIN,14807.01,TER_NO_02,LAST_LAUNCH
SPEND_00179,6,2021,CME_Events,VEXORIN,8280.25,TER_NO_03,LAST_LAUNCH
SPEND_00180,6,2021,Samples,VEXORIN,8404.62,TER_NO_03,LAST_LAUNCH
SPEND_00181,6,2021,CME_Events,VEXORIN,9258.2,TER_SO_01,LAST_LAUNCH
SPEND_00182,6,2021,Samples,VEXORIN,12491.13,TER_SO_01,LAST_LAUNCH
SPEND_00183,6,2021,CME_Events,VEXORIN,9851.73,TER_SO_02,LAST_LAUNCH
SPEND_00184,6,2021,Samples,VEXORIN,14792.14,TER_SO_02,LAST_LAUNCH
SPEND_00185,6,2021,CME_Events,VEXORIN,6898.77,TER_SO_03,LAST_LAUNCH
SPEND_00186,6,2021,Samples,VEXORIN,9209.53,TER_SO_03,LAST_LAUNCH
SPEND_00187,6,2021,CME_Events,VEXORIN,7603.75,TER_MI_01,LAST_LAUNCH
SPEND_00188,6,2021,Samples,VEXORIN,13753.8,TER_MI_01,LAST_LAUNCH
SPEND_00189,6,2021,CME_Events,VEXORIN,5840.48,TER_MI_02,LAST_LAUNCH
SPEND_00190,6,2021,Samples,VEXORIN,13652.1,TER_MI_02,LAST_LAUNCH
SPEND_00191,6,2021,CME_Events,VEXORIN,9632.42,TER_MI_03,LAST_LAUNCH
SPEND_00192,6,2021,Samples,VEXORIN,13283.81,TER_MI_03,LAST_LAUNCH
SPEND_00193,6,2021,CME_Events,VEXORIN,9572.13,TER_MO_01,LAST_LAUNCH
SPEND_00194,6,2021,Samples,VEXORIN,10741.83,TER_MO_01,LAST_LAUNCH
SPEND_00195,6,2021,CME_Events,VEXORIN,6044.51,TER_MO_02,LAST_LAUNCH
SPEND_00196,6,2021,Samples,VEXORIN,10265.48,TER_MO_02,LAST_LAUNCH
SPEND_00197,6,2021,CME_Events,VEXORIN,9056.19,TER_MO_03,LAST_LAUNCH
SPEND_00198,6,2021,Samples,VEXORIN,8948.94,TER_MO_03,LAST_LAUNCH
SPEND_00199,6,2021,CME_Events,VEXORIN,7809.67,TER_PA_01,LAST_LAUNCH
SPEND_00200,6,2021,Samples,VEXORIN,10056.03,TER_PA_01,LAST_LAUNCH
SPEND_00201,6,2021,CME_Events,VEXORIN,8194.06,TER_PA_02,LAST_LAUNCH
SPEND_00202,6,2021,Samples,VEXORIN,13871.33,TER_PA_02,LAST_LAUNCH
SPEND_00203,6,2021,CME_Events,VEXORIN,10399.43,TER_PA_03,LAST_LAUNCH
SPEND_00204,6,2021,Samples,VEXORIN,8906.94,TER_PA_03,LAST_LAUNCH
SPEND_00205,7,2021,Digital,VEXORIN,206402.99,,LAST_LAUNCH
SPEND_00206,7,2021,Print,VEXORIN,40501.31,,LAST_LAUNCH
SPEND_00207,7,2021,Congress,VEXORIN,96871.91,,LAST_LAUNCH
SPEND_00208,7,2021,KOL_Engagement,VEXORIN,87608.05,,LAST_LAUNCH
SPEND_00209,7,2021,CME_Events,VEXORIN,6647.59,TER_NO_01,LAST_LAUNCH
SPEND_00210,7,2021,Samples,VEXORIN,12949.55,TER_NO_01,LAST_LAUNCH
SPEND_00211,7,2021,CME_Events,VEXORIN,8018.59,TER_NO_02,LAST_LAUNCH
SPEND_00212,7,2021,Samples,VEXORIN,13370.27,TER_NO_02,LAST_LAUNCH
SPEND_00213,7,2021,CME_Events,VEXORIN,5617.95,TER_NO_03,LAST_LAUNCH
SPEND_00214,7,2021,Samples,VEXORIN,9490.42,TER_NO_03,LAST_LAUNCH
SPEND_00215,7,2021,CME_Events,VEXORIN,8105.36,TER_SO_01,LAST_LAUNCH
SPEND_00216,7,2021,Samples,VEXORIN,11762.16,TER_SO_01,LAST_LAUNCH
SPEND_00217,7,2021,CME_Events,VEXORIN,7797.61,TER_SO_02,LAST_LAUNCH
SPEND_00218,7,2021,Samples,VEXORIN,11666.29,TER_SO_02,LAST_LAUNCH
SPEND_00219,7,2021,CME_Events,VEXORIN,10336.69,TER_SO_03,LAST_LAUNCH
SPEND_00220,7,2021,Samples,VEXORIN,13395.34,TER_SO_03,LAST_LAUNCH
SPEND_00221,7,2021,CME_Events,VEXORIN,10112.72,TER_MI_01,LAST_LAUNCH
SPEND_00222,7,2021,Samples,VEXORIN,13910.48,TER_MI_01,LAST_LAUNCH
SPEND_00223,7,2021,CME_Events,VEXORIN,9379.73,TER_MI_02,LAST_LAUNCH
SPEND_00224,7,2021,Samples,VEXORIN,12322.59,TER_MI_02,LAST_LAUNCH
SPEND_00225,7,2021,CME_Events,VEXORIN,9916.71,TER_MI_03,LAST_LAUNCH
SPEND_00226,7,2021,Samples,VEXORIN,11237.74,TER_MI_03,LAST_LAUNCH
SPEND_00227,7,2021,CME_Events,VEXORIN,8867.33,TER_MO_01,LAST_LAUNCH
SPEND_00228,7,2021,Samples,VEXORIN,8709.8,TER_MO_01,LAST_LAUNCH
SPEND_00229,7,2021,CME_Events,VEXORIN,8090.48,TER_MO_02,LAST_LAUNCH
SPEND_00230,7,2021,Samples,VEXORIN,14976.95,TER_MO_02,LAST_LAUNCH
SPEND_00231,7,2021,CME_Events,VEXORIN,10365.12,TER_MO_03,LAST_LAUNCH
SPEND_00232,7,2021,Samples,VEXORIN,14246.77,TER_MO_03,LAST_LAUNCH
SPEND_00233,7,2021,CME_Events,VEXORIN,7264.66,TER_PA_01,LAST_LAUNCH
SPEND_00234,7,2021,Samples,VEXORIN,8921.59,TER_PA_01,LAST_LAUNCH
SPEND_00235,7,2021,CME_Events,VEXORIN,6702.03,TER_PA_02,LAST_LAUNCH
SPEND_00236,7,2021,Samples,VEXORIN,12520.71,TER_PA_02,LAST_LAUNCH
SPEND_00237,7,2021,CME_Events,VEXORIN,7995.81,TER_PA_03,LAST_LAUNCH
SPEND_00238,7,2021,Samples,VEXORIN,10290.01,TER_PA_03,LAST_LAUNCH
SPEND_00239,8,2021,Digital,VEXORIN,212508.99,,LAST_LAUNCH
SPEND_00240,8,2021,Print,VEXORIN,41265.79,,LAST_LAUNCH
SPEND_00241,8,2021,Congress,VEXORIN,85747.83,,LAST_LAUNCH
SPEND_00242,8,2021,KOL_Engagement,VEXORIN,82189.31,,LAST_LAUNCH
SPEND_00243,8,2021,CME_Events,VEXORIN,8056.58,TER_NO_01,LAST_LAUNCH
SPEND_00244,8,2021,Samples,VEXORIN,10282.69,TER_NO_01,LAST_LAUNCH
SPEND_00245,8,2021,CME_Events,VEXORIN,8422.94,TER_NO_02,LAST_LAUNCH
SPEND_00246,8,2021,Samples,VEXORIN,10328.34,TER_NO_02,LAST_LAUNCH
SPEND_00247,8,2021,CME_Events,VEXORIN,7945.59,TER_NO_03,LAST_LAUNCH
SPEND_00248,8,2021,Samples,VEXORIN,8775.66,TER_NO_03,LAST_LAUNCH
SPEND_00249,8,2021,CME_Events,VEXORIN,9607.66,TER_SO_01,LAST_LAUNCH
SPEND_00250,8,2021,Samples,VEXORIN,11352.09,TER_SO_01,LAST_LAUNCH
SPEND_00251,8,2021,CME_Events,VEXORIN,9423.17,TER_SO_02,LAST_LAUNCH
SPEND_00252,8,2021,Samples,VEXORIN,12007.54,TER_SO_02,LAST_LAUNCH
SPEND_00253,8,2021,CME_Events,VEXORIN,5613.15,TER_SO_03,LAST_LAUNCH
SPEND_00254,8,2021,Samples,VEXORIN,15014.45,TER_SO_03,LAST_LAUNCH
SPEND_00255,8,2021,CME_Events,VEXORIN,9779.67,TER_MI_01,LAST_LAUNCH
SPEND_00256,8,2021,Samples,VEXORIN,8665.35,TER_MI_01,LAST_LAUNCH
SPEND_00257,8,2021,CME_Events,VEXORIN,10033.66,TER_MI_02,LAST_LAUNCH
SPEND_00258,8,2021,Samples,VEXORIN,15077.99,TER_MI_02,LAST_LAUNCH
SPEND_00259,8,2021,CME_Events,VEXORIN,7920.56,TER_MI_03,LAST_LAUNCH
SPEND_00260,8,2021,Samples,VEXORIN,8709.14,TER_MI_03,LAST_LAUNCH
SPEND_00261,8,2021,CME_Events,VEXORIN,9600.03,TER_MO_01,LAST_LAUNCH
SPEND_00262,8,2021,Samples,VEXORIN,9573.72,TER_MO_01,LAST_LAUNCH
SPEND_00263,8,2021,CME_Events,VEXORIN,5924.36,TER_MO_02,LAST_LAUNCH
SPEND_00264,8,2021,Samples,VEXORIN,11489.59,TER_MO_02,LAST_LAUNCH
SPEND_00265,8,2021,CME_Events,VEXORIN,7271.27,TER_MO_03,LAST_LAUNCH
SPEND_00266,8,2021,Samples,VEXORIN,13230.05,TER_MO_03,LAST_LAUNCH
SPEND_00267,8,2021,CME_Events,VEXORIN,6222.75,TER_PA_01,LAST_LAUNCH
SPEND_00268,8,2021,Samples,VEXORIN,12772.23,TER_PA_01,LAST_LAUNCH
SPEND_00269,8,2021,CME_Events,VEXORIN,7524.78,TER_PA_02,LAST_LAUNCH
SPEND_00270,8,2021,Samples,VEXORIN,14659.73,TER_PA_02,LAST_LAUNCH
SPEND_00271,8,2021,CME_Events,VEXORIN,6306.92,TER_PA_03,LAST_LAUNCH
SPEND_00272,8,2021,Samples,VEXORIN,14013.81,TER_PA_03,LAST_LAUNCH
SPEND_00273,9,2021,Digital,VEXORIN,243053.02,,LAST_LAUNCH
SPEND_00274,9,2021,Print,VEXORIN,49176.51,,LAST_LAUNCH
SPEND_00275,9,2021,Congress,VEXORIN,84659.3,,LAST_LAUNCH
SPEND_00276,9,2021,KOL_Engagement,VEXORIN,108698.95,,LAST_LAUNCH
SPEND_00277,9,2021,CME_Events,VEXORIN,9047.52,TER_NO_01,LAST_LAUNCH
SPEND_00278,9,2021,Samples,VEXORIN,9737.71,TER_NO_01,LAST_LAUNCH
SPEND_00279,9,2021,CME_Events,VEXORIN,10086.75,TER_NO_02,LAST_LAUNCH
SPEND_00280,9,2021,Samples,VEXORIN,9164.08,TER_NO_02,LAST_LAUNCH
SPEND_00281,9,2021,CME_Events,VEXORIN,9035.01,TER_NO_03,LAST_LAUNCH
SPEND_00282,9,2021,Samples,VEXORIN,9803.32,TER_NO_03,LAST_LAUNCH
SPEND_00283,9,2021,CME_Events,VEXORIN,5981.72,TER_SO_01,LAST_LAUNCH
SPEND_00284,9,2021,Samples,VEXORIN,12730.66,TER_SO_01,LAST_LAUNCH
SPEND_00285,9,2021,CME_Events,VEXORIN,6695.26,TER_SO_02,LAST_LAUNCH
SPEND_00286,9,2021,Samples,VEXORIN,11279.31,TER_SO_02,LAST_LAUNCH
SPEND_00287,9,2021,CME_Events,VEXORIN,8897.13,TER_SO_03,LAST_LAUNCH
SPEND_00288,9,2021,Samples,VEXORIN,14180.05,TER_SO_03,LAST_LAUNCH
SPEND_00289,9,2021,CME_Events,VEXORIN,5874.14,TER_MI_01,LAST_LAUNCH
